4,164.521079518
5,41.4972693762
6,110.0458
7,165.620326169
8,108.754405553
9,163.382888166
11,184.928547867
13,90.1684258103
14,108.113230243
15,192.869674785
17,133.935285106
21,116.48419484
22,73.9059947368
23,46.3657511278
25,101.671014603
26,193.481015247
27,118.288991195
28,158.462486275
29,154.526489385
30,79.6512953663
31,185.092933962
